20180911,Tue,Dinner,Lunch
20180912,Wed,Dinner,Lunch
20180913,Thu,Dinner,Lunch
20180914,Fri,Dinner,Lunch
20180915,Sat,Dinner,Lunch
20180916,Sun,Dinner,Lunch
20180917,Mon,Dinner,Lunch
